Unnamed: 0,DateTime,Home Team,Away Team,VERSUS,League,Home Goals RR,Away Goals RR,Home Corners RR,Away Corners RR,Home Shots RR,Away Shots RR,Home SOT RR,Away SOT RR,Home Fouls RR,Away Fouls RR,Home Corners H4H_W,Home Corners H4H_D,Home Corners H4H_L,Away Corners A4A_W,Away Corners A4A_D,Away Corners A4A_L,TE_Home H4H,TE_Awa y A4A,TE_Home H4H Baja,TE_Away A4A Baja,Bet For H4A,BET LINE,HW ODDS,DRW ODDS,AW ODDS,CNT CORNERS HW,CNT CORNERS HD,CNT CORNERS HL,CNT CORNERS AW,CNT CORNERS AD,CNT CORNERS AL,AVG H4H CORNERS GEN,AVG H4H CORNERS CONCEDED,AVG A4A CORNERS GEN,AVG A4A CORNERS CONCEDED,AVG H4H SHOTS,AVG H4H SOT,AVG H4H SHOTS OFF,AVG H4H FOULS WON,AVG A4A SHOTS,AVG A4A SOT,AVG A4A SHOTS OFF,AVG A4A FOULS WON,Home HT Goals RR,Away HT Goals RR
93,2024-08-25,Vitesse,Excelsior,Vitesse VS. Excelsior,Netherlands Eerste Divisie,1.6655933,1.3253143,6.06041,5.0997458,11.319858,9.893684,6.3605466,5.2289333,10.532156,11.051476,3.0,9.5,4.0,4.5,2.5,3.5,0.3,0.4,0.6,0.5,10,10.5,2.33,3.75,2.55,2,6,10,2,4,10,5.0,4.0,3.5,5.0,11.5,6.5,6.5,10.0,12.5,8.0,5.0,9.0,0.63510174,0.5747974
94,2024-08-25,Groningen,AZ,Groningen VS. AZ,Netherlands Eredivisie,1.7554651,1.3455513,7.349567,3.3429067,11.68148,11.13007,6.0837255,4.6851816,10.126003,12.177593,8.0,6.0,11.5,6.0,6.0,4.5,0.4,0.4,0.5,0.6,9,10.5,4.1,3.8,1.81,10,5,2,9,5,4,7.5,2.0,6.0,3.5,14.0,8.0,7.0,10.0,9.5,5.5,4.0,10.0,0.8630345,0.71228945
95,2024-08-25,Östersunds FK,Skövde AIK,Östersunds FK VS. Skövde AIK,Superettan,1.0712833,0.7205114,6.06041,4.6543117,12.898763,9.315236,6.1443205,4.9601016,3.7677727,5.7685947,8.0,6.0,4.0,2.0,5.0,3.0,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.5555555555555556,9,10.5,1.28,5.2,8.5,5,3,1,2,1,6,6.0,5.0,3.0,6.0,12.0,5.0,6.0,-1.0,16.0,8.0,9.0,8.0,0.258428,0.3750004
96,2024-08-25,St. Mirren,Celtic,St. Mirren VS. Celtic,Scotland Premiership,1.2829852,1.3366868,5.171565,3.6665032,9.669374,9.272698,5.462629,4.83369,10.281689,10.71955,4.0,4.0,4.0,8.5,6.0,8.0,0.5,0.4,0.7,0.5,10,11.5,8.0,5.5,1.27,9,4,7,10,3,2,4.0,5.5,7.5,3.0,10.0,5.5,4.5,10.0,8.5,4.0,3.5,11.0,0.5416965,0.584107
97,2024-08-25,FCV Dender EH,Club Brugge,FCV Dender EH VS. Club Brugge,Belgium First Division,1.6767466,1.3616328,5.1825733,4.1992965,11.443881,8.843725,5.842802,4.8036637,11.031109,11.077958,5.0,4.0,5.0,5.5,6.0,6.0,0.5,0.4,0.6,0.6,9,9.5,5.2,4.1,1.54,8,6,3,10,4,8,4.5,5.0,5.0,4.0,12.0,6.0,6.0,12.0,9.0,5.0,5.0,11.0,0.6708783,0.6132977
98,2024-08-25,Magdeburg,Schalke 04,Magdeburg VS. Schalke 04,Germany Bundesliga 2,1.8106402,1.0454733,6.117567,4.9011703,12.609418,9.648234,6.4416428,5.017672,9.605472,11.563344,4.0,7.0,7.0,5.0,7.0,4.5,0.6,0.5,0.7,0.5,9,9.5,2.3,3.55,2.8,6,7,5,3,3,10,6.0,4.0,4.5,4.0,11.0,6.0,5.5,11.0,12.0,6.0,6.0,11.0,0.80547035,0.5243605
99,2024-08-25,Darmstadt 98,Nürnberg,Darmstadt 98 VS. Nürnberg,Germany Bundesliga 2,1.5631068,1.4927013,4.3315663,5.21974,11.2238455,9.408607,6.003355,4.9581842,10.780335,11.0468235,2.0,4.0,3.0,3.0,3.0,6.0,0.3,0.9,0.4,0.9,8,9.5,2.12,3.5,3.15,1,3,10,5,3,9,3.0,3.5,4.5,7.0,9.5,5.0,4.5,11.5,14.0,6.0,7.0,11.0,0.62250143,0.75909156
100,2024-08-25,Ulm,Fortuna Düsseldorf,Ulm VS. Fortuna Düsseldorf,Germany Bundesliga 2,1.4496841,1.2855191,6.117567,4.9706793,11.260867,9.556257,5.33318,4.907962,10.928878,11.455986,0.0,0.0,6.0,5.0,4.0,7.0,1.0,0.6,1.0,0.6,10,10.5,3.8,3.6,1.87,0,0,1,9,6,3,6.0,7.0,4.0,4.5,10.0,4.0,6.0,16.0,9.0,5.0,4.5,10.0,0.5118656,0.5438698
101,2024-08-25,Sirius,Djurgården,Sirius VS. Djurgården,Allsvenskan,1.7241669,1.2707976,5.135589,3.8533478,11.053296,10.593886,5.989795,5.36459,10.488432,10.405151,5.5,2.5,4.0,4.5,0.0,9.5,0.2222222222222222,0.25,0.4444444444444444,0.5,9,10.5,2.6,3.4,2.38,4,2,3,6,0,2,5.0,4.0,6.5,4.0,14.0,7.0,5.0,11.0,8.5,3.5,6.0,12.0,0.7167507,0.5352589
102,2024-08-25,Elfsborg,IFK Göteborg,Elfsborg VS. IFK Göteborg,Allsvenskan,1.3497185,1.385309,6.0399313,4.6824846,11.762459,9.299043,5.649205,4.87643,11.343874,11.0468235,5.0,7.0,7.5,5.0,6.0,5.5,0.4,0.1111111111111111,0.4,0.2222222222222222,9,11.5,1.84,3.65,3.55,7,1,2,3,2,4,5.5,4.5,5.0,4.0,12.0,7.5,6.5,7.0,12.0,4.0,5.0,11.0,0.64950264,0.6168849
103,2024-08-25,Lillestrøm,Tromsø,Lillestrøm VS. Tromsø,Eliteserien,1.7276055,1.1611094,5.964331,4.9011703,11.627636,8.872323,6.6379247,4.7879863,9.645014,11.460684,7.5,7.0,3.0,3.0,8.5,4.5,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.7777777777777778,10,10.5,1.91,3.4,3.7,2,2,5,3,2,4,5.0,3.0,5.0,5.0,7.0,4.0,4.0,11.0,10.0,7.0,4.0,12.0,0.7370545,0.46959746
104,2024-08-25,Heracles,Willem II,Heracles VS. Willem II,Netherlands Eredivisie,1.2769408,1.6062367,5.1937876,3.6665032,10.554074,11.46684,5.3589187,5.7001724,10.20693,9.386392,4.5,5.5,3.5,4.0,6.5,7.0,0.6,0.6,0.9,0.6,11,10.5,2.4,3.5,2.75,6,4,8,9,8,3,4.0,7.0,5.0,3.5,11.5,5.0,6.0,9.0,9.0,4.0,4.0,10.0,0.81444836,0.68522745
105,2024-08-25,Sparta Rotterdam,Feyenoord,Sparta Rotterdam VS. Feyenoord,Netherlands Eredivisie,1.4269063,1.1680684,5.193548,3.7977927,11.274346,8.8763275,5.6325502,4.692574,10.398886,10.7508135,5.0,3.0,7.0,5.0,6.0,5.0,0.6,0.5,0.7,0.6,9,9.5,7.0,4.6,1.42,6,6,6,10,3,1,5.0,4.0,4.5,4.0,12.0,6.0,5.0,10.0,8.0,4.0,3.0,9.5,0.57170564,0.5255964
106,2024-08-25,Gefle,Öster,Gefle VS. Öster,Superettan,1.2730833,1.372006,5.172595,3.8533478,11.304476,11.220957,5.224483,6.846411,8.360519,8.97659,4.0,2.0,3.0,7.0,9.0,8.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.6666666666666666,9,11.5,5.8,4.5,1.44,3,3,3,3,3,3,3.0,5.0,8.0,4.0,9.0,4.0,5.0,11.0,11.0,5.0,5.0,-1.0,0.7242037,0.5978095
107,2024-08-25,AFC Bournemouth,Newcastle United,AFC Bournemouth VS. Newcastle United,English Premier League,1.6948755,1.4377598,5.9895535,4.6543117,12.367916,8.609482,6.6973853,5.0632834,12.409202,11.308655,9.0,8.5,4.5,4.5,4.5,3.5,0.8,0.4,0.9,0.5,10,10.5,2.95,3.8,2.18,7,6,6,6,2,10,8.5,4.0,3.5,7.0,10.0,5.0,4.0,11.0,13.0,7.0,5.0,11.0,0.6911362,0.6937441
108,2024-08-25,Lens,Brest,Lens VS. Brest,France League 1,1.5968354,1.3939372,5.1825733,3.81322,11.5316515,9.81348,5.7029867,5.0144176,11.5140085,11.284524,4.0,8.0,9.0,3.5,4.0,5.0,0.5,0.4,0.7,0.4,8,9.5,1.73,3.7,4.7,9,3,4,8,3,5,4.0,4.0,4.0,5.0,11.5,6.5,5.5,12.5,10.5,6.0,4.5,11.0,0.67444897,0.5473522
109,2024-08-25,Wolverhampton Wanderers,Chelsea,Wolverhampton Wanderers VS. Chelsea,English Premier League,1.408675,1.2674387,5.299261,4.1992965,11.193383,9.550697,5.815754,5.2629786,11.005678,11.178364,5.0,4.0,4.5,6.0,6.0,4.0,0.4,0.3,0.4,0.4,9,10.5,4.3,3.95,1.73,8,3,8,7,5,7,4.5,4.0,5.0,4.5,10.0,5.0,4.0,11.0,10.0,6.0,4.0,12.0,0.6020565,0.56299365
110,2024-08-25,Wolfsburg,Bayern München,Wolfsburg VS. Bayern München,Germany Bundesliga 1,1.6398362,1.8301573,4.998063,3.8533478,10.043495,11.052121,5.6417403,5.6176224,10.988436,10.308442,4.0,5.5,4.0,6.0,3.5,5.5,0.3,0.4,0.6,0.6,8,9.5,6.0,4.8,1.46,6,4,7,9,2,6,5.0,3.5,5.5,3.5,10.0,5.0,6.0,12.0,10.0,5.0,4.0,8.0,0.60990113,0.97990316
111,2024-08-25,Aberdeen,Kilmarnock,Aberdeen VS. Kilmarnock,Scotland Premiership,1.370205,1.2057436,5.2734604,4.0615363,11.576946,9.672566,5.800702,5.0106473,11.4775715,12.051094,5.5,3.0,9.0,5.0,5.5,5.0,0.3,0.5,0.4,0.7,11,11.5,1.7,3.6,4.5,8,7,5,4,8,7,6.0,4.5,5.0,7.0,10.0,5.5,4.5,14.0,10.0,6.0,5.0,11.0,0.62412304,0.57925457
112,2024-08-25,Swansea City,Cardiff City,Swansea City VS. Cardiff City,England Championship,1.4891177,1.1937895,5.161008,4.0033374,11.624583,8.72525,5.7282147,4.8481207,10.624604,11.122632,5.0,3.0,4.5,4.0,3.5,4.5,0.5,0.3,0.6,0.5,9,10.5,1.9,3.65,3.8,9,5,10,9,2,10,6.5,4.5,4.0,6.0,10.0,5.0,4.5,10.0,12.0,6.5,5.0,9.0,0.60151994,0.5820861
113,2024-08-25,Motherwell,Hearts,Motherwell VS. Hearts,Scotland Premiership,1.5697166,1.3704333,4.320701,5.253355,11.566106,9.261497,5.5563097,5.035436,10.636107,11.145234,4.0,4.0,4.0,5.0,3.5,8.0,0.2,0.6,0.4,0.6,9,11.5,2.85,3.35,2.28,5,7,7,10,2,8,4.0,5.0,4.5,4.0,9.0,5.0,5.0,11.0,10.5,5.0,5.0,10.0,0.6446988,0.49672493
