Unnamed: 0,DateTime,Home Team,Away Team,VERSUS,League,Home Goals RR,Away Goals RR,Home Corners RR,Away Corners RR,Home Shots RR,Away Shots RR,Home SOT RR,Away SOT RR,Home Fouls RR,Away Fouls RR,Home Corners H4H_W,Home Corners H4H_D,Home Corners H4H_L,Away Corners A4A_W,Away Corners A4A_D,Away Corners A4A_L,TE_Home H4H,TE_Awa y A4A,TE_Home H4H Baja,TE_Away A4A Baja,Bet For H4A,BET LINE,HW ODDS,DRW ODDS,AW ODDS,CNT CORNERS HW,CNT CORNERS HD,CNT CORNERS HL,CNT CORNERS AW,CNT CORNERS AD,CNT CORNERS AL,AVG H4H CORNERS GEN,AVG H4H CORNERS CONCEDED,AVG A4A CORNERS GEN,AVG A4A CORNERS CONCEDED,AVG H4H SHOTS,AVG H4H SOT,AVG H4H SHOTS OFF,AVG H4H FOULS WON,AVG A4A SHOTS,AVG A4A SOT,AVG A4A SHOTS OFF,AVG A4A FOULS WON,Home HT Goals RR,Away HT Goals RR
111,2024-10-06,Go Ahead Eagles,Heracles,Go Ahead Eagles VS. Heracles,Netherlands Eredivisie,1.5977776,1.3964429,6.058154,4.695033,13.405543,10.433171,5.677694,5.014875,10.7621565,11.227789,5.5,7.0,6.0,3.5,4.0,4.0,0.25,0.625,0.375,0.75,9,10.5,1.63,4.0,5.0,8,5,7,4,3,8,5.0,3.0,4.0,7.5,14.5,7.0,6.0,10.0,15.0,7.5,7.5,12.0,0.7731825,0.6805813
112,2024-10-06,Juventus,Cagliari,Juventus VS. Cagliari,Italy Serie A,1.6754946,1.1102676,5.731008,4.7731333,13.106787,10.818654,6.029741,4.8188467,10.922798,11.219193,4.0,6.0,8.0,3.0,4.0,4.5,0.625,0.5,0.625,0.625,9,9.5,1.33,5.0,9.5,8,8,1,3,5,8,5.5,4.0,3.5,5.5,11.5,5.5,7.0,11.5,12.0,5.0,7.0,12.0,0.7741995,0.45593476
113,2024-10-06,Konyaspor,Eyüpspor,Konyaspor VS. Eyüpspor,Turkey Super Lig,1.539272,1.3517519,5.203199,3.4311001,13.296423,11.051753,6.1070304,5.0347624,11.302496,11.553389,4.0,5.0,3.5,3.5,5.0,7.0,0.75,0.5,0.875,0.5,9,9.5,2.02,3.4,3.25,6,7,8,8,4,5,5.0,5.5,3.5,5.5,10.0,4.0,7.0,13.0,9.0,4.0,5.0,12.0,0.713104,0.65524334
114,2024-10-06,Trelleborg,Örgryte,Trelleborg VS. Örgryte,Superettan,1.5903064,1.460514,4.479278,5.494075,11.356352,11.448128,6.0463176,6.381855,5.772239,4.4499,3.0,7.0,2.0,5.5,4.5,5.0,0.5,0.375,0.625,0.625,10,11.5,2.12,3.8,2.85,5,4,3,4,4,4,3.0,7.5,5.0,6.0,14.5,6.0,8.0,15.0,14.0,6.0,6.0,2.0,0.65141857,0.68701106
115,2024-10-06,Ross County,Celtic,Ross County VS. Celtic,Scotland Premiership,1.4690385,1.703771,5.203199,3.5942917,12.520687,11.676415,5.636908,5.652739,11.21524,11.4477625,4.5,4.5,4.0,8.0,6.0,8.0,0.75,0.625,0.75,0.625,11,9.5,10.0,8.5,1.13,8,6,8,8,3,2,3.0,6.5,8.0,3.0,9.5,5.0,4.0,10.0,8.0,4.0,3.5,10.5,0.66998273,0.6865356
116,2024-10-06,Eintracht Braunschweig,Hannover 96,Eintracht Braunschweig VS. Hannover 96,Germany Bundesliga 2,1.5890645,1.3469697,4.931276,4.1177297,13.2649,11.265463,5.8276496,5.2045703,10.851824,11.189972,4.5,4.0,4.5,5.0,4.5,5.0,0.25,0.5,0.5,0.75,9,10.5,2.95,3.4,2.25,8,4,8,5,8,7,4.5,4.5,5.5,5.0,11.5,6.0,6.0,12.5,11.5,5.5,5.5,12.0,0.73894566,0.52405864
117,2024-10-06,RSC Anderlecht,Standard Liège,RSC Anderlecht VS. Standard Liège,Belgium First Division,1.5398548,1.2349672,4.8201423,3.5520034,13.934274,11.610982,6.296007,5.157664,9.714811,10.907728,4.5,4.5,4.0,3.0,3.0,3.0,0.125,0.625,0.25,0.625,8,9.5,1.53,3.85,5.6,8,6,3,3,8,8,4.0,3.5,2.0,8.5,13.0,5.0,6.0,13.0,14.0,7.0,6.0,12.0,0.6266859,0.55126196
118,2024-10-06,Fortuna Düsseldorf,Hamburger SV,Fortuna Düsseldorf VS. Hamburger SV,Germany Bundesliga 2,1.6028601,1.2360557,6.1241393,4.945891,13.097786,10.732642,6.036333,5.014875,11.249858,11.227789,4.5,5.0,7.5,5.5,5.5,6.0,0.375,0.375,0.5,0.5,9,10.5,2.45,3.45,2.65,8,5,4,6,8,6,4.0,5.0,6.5,3.0,14.0,6.0,7.0,9.0,11.5,5.0,6.0,12.0,0.8193431,0.50694597
119,2024-10-06,Magdeburg,Greuther Fürth,Magdeburg VS. Greuther Fürth,Germany Bundesliga 2,1.4178681,1.2588034,5.210376,3.630349,13.204249,11.164334,6.2648273,5.378714,11.302496,11.552571,4.0,8.0,7.0,5.0,5.0,4.5,0.5,0.625,0.625,0.625,10,10.5,1.97,3.75,3.3,6,8,5,5,5,8,6.0,4.5,4.5,6.0,11.5,6.0,6.0,11.0,12.0,6.0,5.5,13.5,0.7779841,0.5711902
120,2024-10-06,Djurgården,Kalmar,Djurgården VS. Kalmar,Allsvenskan,1.5890645,1.180079,6.058154,4.695033,13.557356,10.363289,5.8276496,4.4494247,10.522111,10.874046,6.5,10.0,5.0,4.0,2.5,4.0,0.5,0.25,0.5,0.5,10,10.5,1.46,4.1,5.75,6,3,3,3,2,7,7.0,4.5,3.5,5.5,13.5,5.5,9.5,13.5,17.0,6.0,11.0,12.0,0.79455,0.48283795
121,2024-10-06,AIK,Häcken,AIK VS. Häcken,Allsvenskan,1.6060348,1.3628501,5.8579845,4.9866514,16.961647,10.828684,6.2010508,4.8565564,11.475402,11.392301,5.0,5.0,6.0,3.5,7.0,7.0,0.375,0.625,0.5,0.75,10,10.5,1.9,3.45,3.55,8,1,3,4,3,5,5.5,3.0,7.0,4.5,16.0,5.0,10.5,13.0,17.5,6.0,10.5,11.0,0.53900945,0.7925318
122,2024-10-06,SønderjyskE,Nordsjælland,SønderjyskE VS. Nordsjælland,Superligaen,1.5478853,1.2770138,5.210376,3.9443996,12.1365795,11.301903,5.8513665,4.903822,9.680042,10.00634,4.0,6.5,5.0,5.0,7.5,4.5,0.25,0.375,0.5,0.375,9,10.5,3.95,3.85,1.74,1,2,1,8,4,8,5.5,3.5,4.5,4.0,14.0,6.0,7.5,7.5,12.0,6.0,5.5,8.0,0.81336015,0.6336961
123,2024-10-06,Randers,Lyngby,Randers VS. Lyngby,Superligaen,1.5242654,1.2415043,5.731008,4.986963,14.072647,11.798607,6.4089093,5.1459,9.974878,11.204923,4.5,4.0,6.0,5.0,4.0,6.5,0.5,0.5,0.75,0.625,11,10.5,1.72,3.6,4.35,8,7,6,3,4,8,5.5,4.5,4.5,6.0,11.0,5.0,6.0,10.0,13.0,6.0,7.0,10.0,0.6905216,0.5787762
124,2024-10-06,Girona FC,Athletic Club Bilbao,Girona FC VS. Athletic Club Bilbao,Spain Primera Liga,1.626618,1.3281531,5.2036195,3.3333282,12.764163,10.579411,5.6735806,4.406557,11.091471,11.071375,4.5,3.0,1.0,3.5,8.0,5.5,0.0,0.75,0.25,0.75,6,9.5,2.33,3.15,3.15,8,3,3,8,5,8,4.5,3.5,5.5,4.5,11.0,6.0,5.0,13.0,11.0,5.0,5.5,13.5,0.68883663,0.72207636
125,2024-10-06,Egersund,Kongsvinger,Egersund VS. Kongsvinger,OBOS-ligaen,1.5890645,1.3879844,6.182285,4.696766,12.489897,11.683862,5.8276496,5.2045703,10.093843,10.416242,6.0,6.0,7.5,3.0,4.5,5.0,0.625,0.5,0.625,0.5,10,10.5,2.38,3.45,2.65,5,3,4,8,6,8,6.0,4.0,5.0,4.5,16.0,8.0,5.0,2.5,9.0,4.0,4.0,10.0,0.6791679,0.5606042
126,2024-10-06,Feyenoord,Twente,Feyenoord VS. Twente,Netherlands Eredivisie,1.6459824,1.2890369,7.2272506,3.4663393,13.089974,10.914757,6.4671373,4.993994,10.964721,11.5392885,9.5,9.0,10.0,5.0,4.0,6.0,0.75,0.625,0.875,0.625,10,10.5,1.66,4.1,4.7,8,4,1,8,5,6,10.0,2.0,5.5,4.0,22.0,9.0,10.0,9.0,10.0,5.0,5.0,10.0,0.7633407,0.6299541
127,2024-10-06,Moss,Åsane,Moss VS. Åsane,OBOS-ligaen,1.5912148,1.2961968,4.474226,5.834223,13.181268,10.697828,5.936283,4.837107,4.758502,4.983891,5.5,3.0,6.0,2.5,5.0,5.5,0.75,0.625,0.875,0.75,10,10.5,1.55,4.2,4.9,8,3,7,4,8,8,6.0,5.5,4.0,7.0,12.0,6.0,5.0,9.0,11.0,6.0,4.0,9.0,0.62154025,0.6354761
128,2024-10-06,Heerenveen,PEC Zwolle,Heerenveen VS. PEC Zwolle,Netherlands Eredivisie,1.7209873,1.3424147,5.8579845,4.7731333,14.097596,10.601952,6.2511835,4.978636,10.761525,11.195052,7.0,5.0,4.0,4.0,3.0,1.5,0.25,0.625,0.375,0.625,8,10.5,1.64,4.25,4.6,8,4,8,4,7,8,4.0,3.5,2.5,7.5,15.0,6.5,7.0,8.5,15.0,7.0,7.5,10.5,0.661492,0.7062642
129,2024-10-06,Ranheim,Lyn,Ranheim VS. Lyn,OBOS-ligaen,1.6366276,1.2415043,6.226578,4.66887,13.824846,11.798607,6.4074955,5.1459,9.974878,11.204923,6.0,7.0,5.5,7.0,5.0,7.5,0.625,0.5,0.75,0.5,12,11.5,2.43,3.5,2.55,8,4,8,5,3,4,6.5,5.0,6.5,5.5,11.5,6.0,6.0,10.0,14.5,6.5,6.0,9.0,0.6905216,0.5505183
130,2024-10-06,Aston Villa,Manchester United,Aston Villa VS. Manchester United,English Premier League,1.9714407,1.3427607,6.094166,4.7731333,14.242566,10.41763,6.624547,4.890066,10.918962,11.533946,6.0,7.0,7.0,5.0,3.0,3.0,0.375,0.5,0.375,0.5,9,10.5,2.23,3.7,2.9,8,4,4,8,4,8,5.5,4.0,4.0,6.5,12.0,6.5,5.0,14.0,15.0,6.0,7.5,11.5,0.9638102,0.5993271
131,2024-10-06,Olympique Lyonnais,Nantes,Olympique Lyonnais VS. Nantes,France League 1,1.6138005,1.593007,4.479278,5.828329,12.240605,11.41112,6.1849327,5.4828987,10.208907,11.143567,4.0,5.5,4.0,3.0,5.0,5.0,0.625,0.5,0.625,0.625,10,10.5,1.76,3.7,4.35,7,4,8,7,5,7,5.5,5.0,5.5,6.0,10.0,7.0,5.0,10.0,9.0,4.0,5.0,13.0,0.6605541,0.5787762
132,2024-10-06,Adana Demirspor,Samsunspor,Adana Demirspor VS. Samsunspor,Turkey Super Lig,1.5824598,1.0537902,5.2036195,3.5942917,12.541628,9.928187,6.209002,4.620947,11.166619,11.282569,3.5,6.5,5.0,3.5,4.0,5.5,0.5,0.375,0.625,0.5,7,9.5,4.25,3.5,1.71,8,4,8,4,5,8,4.0,6.0,4.5,3.5,12.0,6.0,5.0,12.0,9.0,5.0,5.0,13.0,0.5409325,0.46951887
133,2024-10-06,Bologna,Parma,Bologna VS. Parma,Italy Serie A,1.5390813,1.2684966,4.909067,4.219974,13.559525,10.024942,6.103657,5.2595134,11.130508,12.550269,3.5,7.5,5.0,6.0,4.0,4.0,0.5,0.625,0.75,0.625,9,9.5,1.74,3.75,4.6,8,8,2,8,7,4,6.5,3.0,4.5,4.5,11.0,5.0,6.0,12.0,9.0,4.0,6.0,11.0,0.645061,0.5650882
